bike_name,bike_type,date_ordered,quantity
TrailBlazer XT,Mountain Bike,2021-09-22,2
UrbanCommuter 500,Hybrid Bike,2023-03-19,4
UrbanCommuter 500,Hybrid Bike,2021-04-23,1
UrbanCommuter 500,Hybrid Bike,2023-01-05,2
BMX Freestyle Pro,BMX,2022-11-08,2
Roadmaster Pro,Road Bike,2021-09-20,2
BMX Freestyle Pro,BMX,2021-12-17,3
Roadmaster Pro,Road Bike,2021-09-26,2
UrbanCommuter 500,Hybrid Bike,2020-01-20,4
Mountain Climber XT,Mountain Bike,2022-02-25,2
 Speedster Pro,Road Bike,2023-03-12,2
AirMaster 300,BMX,2023-03-31,4
TrailBlazer XT,Mountain Bike,2022-03-10,2
TrailBlazer XT,Mountain Bike,2024-07-01,2
UrbanCommuter 500,Hybrid Bike,2020-08-01,7
Mountain Climber XT,Mountain Bike,2020-02-19,2
Mountain Climber XT,Mountain Bike,2024-04-02,2
AirMaster 300,BMX,2024-05-31,1
UrbanCommuter 500,Hybrid Bike,2020-11-24,16
Hybrid Explorer,Hybrid Bike,2024-08-30,3
BMX Freestyle Pro,BMX,2021-08-24,6
Hybrid Explorer,Hybrid Bike,2021-12-31,13
Hybrid Explorer,Hybrid Bike,2021-12-30,11
TrailBlazer XT,Mountain Bike,2024-06-18,1
Mountain Climber XT,Mountain Bike,2023-08-12,5
Roadmaster Pro,Road Bike,2020-02-18,2
TrailBlazer XT,Mountain Bike,2020-03-17,1
TrailBlazer XT,Mountain Bike,2020-01-08,2
Hybrid Explorer,Hybrid Bike,2022-03-15,2
 Speedster Pro,Road Bike,2023-01-02,3
AirMaster 300,BMX,2023-12-10,3
Hybrid Explorer,Hybrid Bike,2022-06-06,10
AirMaster 300,BMX,2022-10-29,1
 Speedster Pro,Road Bike,2024-09-02,2
TrailBlazer XT,Mountain Bike,2021-11-21,11
Hybrid Explorer,Hybrid Bike,2023-03-11,2
UrbanCommuter 500,Hybrid Bike,2023-09-16,2
Mountain Climber XT,Mountain Bike,2024-08-27,1
Mountain Climber XT,Mountain Bike,2021-07-12,10
 Speedster Pro,Road Bike,2021-07-10,7
 Speedster Pro,Road Bike,2023-09-06,3
AirMaster 300,BMX,2023-06-19,6
TrailBlazer XT,Mountain Bike,2020-06-25,8
AirMaster 300,BMX,2022-01-17,2
Mountain Climber XT,Mountain Bike,2020-05-23,2
AirMaster 300,BMX,2023-08-14,10
TrailBlazer XT,Mountain Bike,2024-08-20,2
UrbanCommuter 500,Hybrid Bike,2024-02-12,3
 Speedster Pro,Road Bike,2024-05-20,3
Hybrid Explorer,Hybrid Bike,2020-11-08,1
Hybrid Explorer,Hybrid Bike,2023-02-06,3
UrbanCommuter 500,Hybrid Bike,2020-10-24,2
Hybrid Explorer,Hybrid Bike,2020-04-06,1
 Speedster Pro,Road Bike,2021-10-15,4
BMX Freestyle Pro,BMX,2022-01-13,2
Mountain Climber XT,Mountain Bike,2021-03-05,3
Hybrid Explorer,Hybrid Bike,2024-07-26,2
Hybrid Explorer,Hybrid Bike,2022-10-12,2
TrailBlazer XT,Mountain Bike,2022-12-13,2
Roadmaster Pro,Road Bike,2021-12-28,14
AirMaster 300,BMX,2024-01-17,3
TrailBlazer XT,Mountain Bike,2024-08-10,2
Roadmaster Pro,Road Bike,2020-06-23,7
Hybrid Explorer,Hybrid Bike,2020-02-28,2
BMX Freestyle Pro,BMX,2024-07-02,2
UrbanCommuter 500,Hybrid Bike,2023-02-11,3
Roadmaster Pro,Road Bike,2020-12-09,3
Roadmaster Pro,Road Bike,2023-09-11,3
AirMaster 300,BMX,2020-12-15,2
Roadmaster Pro,Road Bike,2020-08-18,8
 Speedster Pro,Road Bike,2022-09-20,2
Roadmaster Pro,Road Bike,2022-11-04,2
TrailBlazer XT,Mountain Bike,2021-03-22,2
Hybrid Explorer,Hybrid Bike,2020-05-13,3
TrailBlazer XT,Mountain Bike,2020-05-27,3
TrailBlazer XT,Mountain Bike,2023-04-11,2
UrbanCommuter 500,Hybrid Bike,2023-05-13,2
UrbanCommuter 500,Hybrid Bike,2024-03-04,3
AirMaster 300,BMX,2023-09-06,3
Roadmaster Pro,Road Bike,2021-11-16,4
AirMaster 300,BMX,2021-11-05,3
Roadmaster Pro,Road Bike,2023-03-28,3
TrailBlazer XT,Mountain Bike,2022-10-04,3
TrailBlazer XT,Mountain Bike,2023-03-17,1
UrbanCommuter 500,Hybrid Bike,2021-12-30,12
UrbanCommuter 500,Hybrid Bike,2020-06-12,5
Mountain Climber XT,Mountain Bike,2023-04-25,4
 Speedster Pro,Road Bike,2022-02-05,3
TrailBlazer XT,Mountain Bike,2022-08-03,7
AirMaster 300,BMX,2022-02-03,2
Mountain Climber XT,Mountain Bike,2021-05-29,1
Hybrid Explorer,Hybrid Bike,2024-02-06,4
Roadmaster Pro,Road Bike,2024-05-21,4
UrbanCommuter 500,Hybrid Bike,2021-10-11,2
AirMaster 300,BMX,2021-04-01,2
 Speedster Pro,Road Bike,2024-06-10,2
UrbanCommuter 500,Hybrid Bike,2022-04-18,5
Hybrid Explorer,Hybrid Bike,2020-03-05,2
 Speedster Pro,Road Bike,2022-06-24,7
Roadmaster Pro,Road Bike,2023-08-23,4
 Speedster Pro,Road Bike,2022-03-17,3
BMX Freestyle Pro,BMX,2024-03-22,2
UrbanCommuter 500,Hybrid Bike,2022-06-03,6
 Speedster Pro,Road Bike,2022-10-16,2
AirMaster 300,BMX,2023-09-16,2
AirMaster 300,BMX,2022-02-26,4
UrbanCommuter 500,Hybrid Bike,2020-09-28,2
 Speedster Pro,Road Bike,2020-02-03,2
AirMaster 300,BMX,2023-01-13,4
Roadmaster Pro,Road Bike,2024-06-28,3
TrailBlazer XT,Mountain Bike,2022-01-18,3
 Speedster Pro,Road Bike,2020-01-28,2
Mountain Climber XT,Mountain Bike,2023-05-12,4
Hybrid Explorer,Hybrid Bike,2024-01-24,1
Hybrid Explorer,Hybrid Bike,2023-04-21,3
BMX Freestyle Pro,BMX,2021-02-19,1
UrbanCommuter 500,Hybrid Bike,2020-03-06,4
Roadmaster Pro,Road Bike,2021-10-07,3
Mountain Climber XT,Mountain Bike,2023-10-12,3
AirMaster 300,BMX,2020-12-01,19
BMX Freestyle Pro,BMX,2021-10-20,2
UrbanCommuter 500,Hybrid Bike,2020-09-02,3
 Speedster Pro,Road Bike,2023-05-12,4
Hybrid Explorer,Hybrid Bike,2021-09-26,3
Hybrid Explorer,Hybrid Bike,2022-01-17,2
Roadmaster Pro,Road Bike,2024-06-02,3
UrbanCommuter 500,Hybrid Bike,2023-05-25,4
AirMaster 300,BMX,2024-03-28,4
TrailBlazer XT,Mountain Bike,2020-11-08,3
Hybrid Explorer,Hybrid Bike,2021-12-02,18
BMX Freestyle Pro,BMX,2021-05-20,2
TrailBlazer XT,Mountain Bike,2024-03-22,2
Roadmaster Pro,Road Bike,2024-02-26,2
BMX Freestyle Pro,BMX,2020-07-01,6
Roadmaster Pro,Road Bike,2020-10-30,3
TrailBlazer XT,Mountain Bike,2021-09-17,2
UrbanCommuter 500,Hybrid Bike,2022-12-18,15
Hybrid Explorer,Hybrid Bike,2020-10-14,3
BMX Freestyle Pro,BMX,2023-07-12,4
 Speedster Pro,Road Bike,2020-11-26,16
AirMaster 300,BMX,2020-08-24,7
BMX Freestyle Pro,BMX,2023-02-12,2
Roadmaster Pro,Road Bike,2022-08-06,7
Mountain Climber XT,Mountain Bike,2020-01-02,1
AirMaster 300,BMX,2021-08-09,5
 Speedster Pro,Road Bike,2024-08-15,3
UrbanCommuter 500,Hybrid Bike,2024-08-22,1
Roadmaster Pro,Road Bike,2020-10-17,4
Roadmaster Pro,Road Bike,2022-09-09,3
Hybrid Explorer,Hybrid Bike,2024-08-02,4
AirMaster 300,BMX,2024-04-29,1
Mountain Climber XT,Mountain Bike,2023-10-22,1
Roadmaster Pro,Road Bike,2021-02-05,3
Hybrid Explorer,Hybrid Bike,2023-12-12,2
Hybrid Explorer,Hybrid Bike,2022-04-15,1
Hybrid Explorer,Hybrid Bike,2020-12-03,20
Roadmaster Pro,Road Bike,2023-10-25,4
TrailBlazer XT,Mountain Bike,2023-11-04,3
UrbanCommuter 500,Hybrid Bike,2020-05-17,3
Roadmaster Pro,Road Bike,2022-05-20,2
Hybrid Explorer,Hybrid Bike,2024-06-28,2
Roadmaster Pro,Road Bike,2021-05-15,1
BMX Freestyle Pro,BMX,2020-12-14,3
BMX Freestyle Pro,BMX,2023-04-21,1
Mountain Climber XT,Mountain Bike,2021-07-20,5
BMX Freestyle Pro,BMX,2020-10-20,3
BMX Freestyle Pro,BMX,2020-07-13,4
AirMaster 300,BMX,2024-06-20,1
TrailBlazer XT,Mountain Bike,2022-07-02,5
Mountain Climber XT,Mountain Bike,2022-01-09,3
BMX Freestyle Pro,BMX,2024-01-21,2
AirMaster 300,BMX,2024-01-01,16
Mountain Climber XT,Mountain Bike,2023-10-06,3
TrailBlazer XT,Mountain Bike,2022-09-02,2
TrailBlazer XT,Mountain Bike,2020-01-24,1
Roadmaster Pro,Road Bike,2020-03-23,1
BMX Freestyle Pro,BMX,2020-01-03,3
BMX Freestyle Pro,BMX,2023-05-09,1
BMX Freestyle Pro,BMX,2023-08-30,7
Mountain Climber XT,Mountain Bike,2020-01-04,4
 Speedster Pro,Road Bike,2023-06-15,5
AirMaster 300,BMX,2022-01-27,2
AirMaster 300,BMX,2021-10-15,3
Roadmaster Pro,Road Bike,2022-02-26,2
Roadmaster Pro,Road Bike,2021-06-15,6
UrbanCommuter 500,Hybrid Bike,2020-09-29,2
Roadmaster Pro,Road Bike,2020-08-30,4
Mountain Climber XT,Mountain Bike,2024-03-17,3
Hybrid Explorer,Hybrid Bike,2020-12-14,2
TrailBlazer XT,Mountain Bike,2021-02-22,2
UrbanCommuter 500,Hybrid Bike,2023-10-13,3
UrbanCommuter 500,Hybrid Bike,2024-08-31,2
Hybrid Explorer,Hybrid Bike,2020-08-14,5
Roadmaster Pro,Road Bike,2020-07-20,9
TrailBlazer XT,Mountain Bike,2024-05-20,2
Mountain Climber XT,Mountain Bike,2023-07-16,7
Roadmaster Pro,Road Bike,2022-12-25,11
TrailBlazer XT,Mountain Bike,2020-08-08,6
TrailBlazer XT,Mountain Bike,2020-06-27,7
Roadmaster Pro,Road Bike,2020-08-22,6
 Speedster Pro,Road Bike,2021-08-17,7
Mountain Climber XT,Mountain Bike,2022-07-04,5
 Speedster Pro,Road Bike,2022-08-20,10
Mountain Climber XT,Mountain Bike,2021-09-22,2
Hybrid Explorer,Hybrid Bike,2022-01-09,2
Mountain Climber XT,Mountain Bike,2021-09-20,4
Roadmaster Pro,Road Bike,2021-06-26,7
AirMaster 300,BMX,2023-05-30,3
TrailBlazer XT,Mountain Bike,2022-06-01,9
BMX Freestyle Pro,BMX,2024-04-28,2
Hybrid Explorer,Hybrid Bike,2021-04-23,3
BMX Freestyle Pro,BMX,2023-12-17,1
 Speedster Pro,Road Bike,2021-11-29,15
Mountain Climber XT,Mountain Bike,2021-10-07,3
UrbanCommuter 500,Hybrid Bike,2020-05-26,4
 Speedster Pro,Road Bike,2021-10-09,3
Roadmaster Pro,Road Bike,2023-03-05,3
Hybrid Explorer,Hybrid Bike,2023-01-20,3
BMX Freestyle Pro,BMX,2023-08-10,6
Mountain Climber XT,Mountain Bike,2021-10-05,2
UrbanCommuter 500,Hybrid Bike,2022-12-18,14
Roadmaster Pro,Road Bike,2022-05-29,3
BMX Freestyle Pro,BMX,2022-02-17,2
Roadmaster Pro,Road Bike,2024-03-10,3
Roadmaster Pro,Road Bike,2020-12-10,3
 Speedster Pro,Road Bike,2020-09-12,1
UrbanCommuter 500,Hybrid Bike,2023-05-26,2
UrbanCommuter 500,Hybrid Bike,2024-06-27,1
BMX Freestyle Pro,BMX,2022-04-07,2
 Speedster Pro,Road Bike,2022-08-26,7
Hybrid Explorer,Hybrid Bike,2020-02-08,2
Mountain Climber XT,Mountain Bike,2022-04-13,3
BMX Freestyle Pro,BMX,2020-01-17,1
UrbanCommuter 500,Hybrid Bike,2022-11-16,2
UrbanCommuter 500,Hybrid Bike,2022-11-26,16
UrbanCommuter 500,Hybrid Bike,2022-01-21,4
Roadmaster Pro,Road Bike,2022-04-08,3
AirMaster 300,BMX,2021-01-26,2
Mountain Climber XT,Mountain Bike,2023-10-27,3
UrbanCommuter 500,Hybrid Bike,2022-07-22,8
Roadmaster Pro,Road Bike,2020-11-17,2
AirMaster 300,BMX,2021-12-21,12
Hybrid Explorer,Hybrid Bike,2023-01-23,4
AirMaster 300,BMX,2021-01-07,2
UrbanCommuter 500,Hybrid Bike,2023-09-29,3
Roadmaster Pro,Road Bike,2020-04-21,5
Hybrid Explorer,Hybrid Bike,2022-10-21,3
Mountain Climber XT,Mountain Bike,2023-05-08,3
TrailBlazer XT,Mountain Bike,2022-11-16,3
AirMaster 300,BMX,2023-12-17,3
Mountain Climber XT,Mountain Bike,2023-09-15,3
Hybrid Explorer,Hybrid Bike,2020-02-09,3
TrailBlazer XT,Mountain Bike,2021-12-06,1
Mountain Climber XT,Mountain Bike,2023-07-25,11
AirMaster 300,BMX,2021-12-28,12
 Speedster Pro,Road Bike,2020-05-11,3
UrbanCommuter 500,Hybrid Bike,2020-01-21,3
Mountain Climber XT,Mountain Bike,2020-06-19,7
 Speedster Pro,Road Bike,2021-08-13,8
Mountain Climber XT,Mountain Bike,2022-02-05,4
 Speedster Pro,Road Bike,2022-09-05,1
 Speedster Pro,Road Bike,2021-01-19,2
 Speedster Pro,Road Bike,2024-03-06,2
Roadmaster Pro,Road Bike,2020-12-15,3
Mountain Climber XT,Mountain Bike,2021-06-21,8
AirMaster 300,BMX,2021-06-10,8
 Speedster Pro,Road Bike,2022-12-12,3
TrailBlazer XT,Mountain Bike,2024-09-04,3
UrbanCommuter 500,Hybrid Bike,2022-02-11,1
Roadmaster Pro,Road Bike,2023-12-02,12
Hybrid Explorer,Hybrid Bike,2022-03-25,1
 Speedster Pro,Road Bike,2021-10-14,2
 Speedster Pro,Road Bike,2024-07-25,3
Hybrid Explorer,Hybrid Bike,2022-11-24,16
AirMaster 300,BMX,2022-05-03,3
UrbanCommuter 500,Hybrid Bike,2021-03-11,4
Hybrid Explorer,Hybrid Bike,2023-09-05,3
 Speedster Pro,Road Bike,2023-07-25,3
Mountain Climber XT,Mountain Bike,2024-03-19,4
BMX Freestyle Pro,BMX,2021-07-05,8
BMX Freestyle Pro,BMX,2021-02-05,4
AirMaster 300,BMX,2022-07-25,7
Hybrid Explorer,Hybrid Bike,2022-04-23,2
AirMaster 300,BMX,2022-03-09,1
AirMaster 300,BMX,2023-03-16,2
Roadmaster Pro,Road Bike,2023-11-18,4
Mountain Climber XT,Mountain Bike,2021-09-20,2
 Speedster Pro,Road Bike,2020-12-18,12
UrbanCommuter 500,Hybrid Bike,2024-03-22,1
Hybrid Explorer,Hybrid Bike,2020-12-29,11
TrailBlazer XT,Mountain Bike,2023-01-03,3
Roadmaster Pro,Road Bike,2024-07-24,3
 Speedster Pro,Road Bike,2022-02-16,3
Hybrid Explorer,Hybrid Bike,2024-08-13,1
 Speedster Pro,Road Bike,2024-06-02,2
TrailBlazer XT,Mountain Bike,2020-11-16,4
Hybrid Explorer,Hybrid Bike,2020-07-30,6
Roadmaster Pro,Road Bike,2024-06-23,2
BMX Freestyle Pro,BMX,2024-07-29,2
BMX Freestyle Pro,BMX,2023-10-22,3
Mountain Climber XT,Mountain Bike,2021-06-27,6
Mountain Climber XT,Mountain Bike,2020-06-08,6
Roadmaster Pro,Road Bike,2020-01-16,1
TrailBlazer XT,Mountain Bike,2023-12-12,3
BMX Freestyle Pro,BMX,2022-04-18,3
BMX Freestyle Pro,BMX,2023-09-15,2
Roadmaster Pro,Road Bike,2021-12-29,14
Hybrid Explorer,Hybrid Bike,2022-09-11,2
BMX Freestyle Pro,BMX,2022-08-28,6
BMX Freestyle Pro,BMX,2024-05-09,2
BMX Freestyle Pro,BMX,2021-03-10,2
TrailBlazer XT,Mountain Bike,2020-11-28,12
TrailBlazer XT,Mountain Bike,2023-03-08,1
TrailBlazer XT,Mountain Bike,2024-09-20,2
Hybrid Explorer,Hybrid Bike,2022-09-18,1
BMX Freestyle Pro,BMX,2022-02-17,4
Hybrid Explorer,Hybrid Bike,2022-07-03,3
 Speedster Pro,Road Bike,2021-07-07,8
BMX Freestyle Pro,BMX,2023-01-26,3
 Speedster Pro,Road Bike,2022-09-24,1
UrbanCommuter 500,Hybrid Bike,2021-09-08,2
 Speedster Pro,Road Bike,2022-03-15,4
 Speedster Pro,Road Bike,2020-06-13,8
BMX Freestyle Pro,BMX,2020-12-09,2
Mountain Climber XT,Mountain Bike,2023-02-06,2
Mountain Climber XT,Mountain Bike,2022-04-17,2
TrailBlazer XT,Mountain Bike,2023-05-15,3
BMX Freestyle Pro,BMX,2023-10-06,3
 Speedster Pro,Road Bike,2023-04-02,4
BMX Freestyle Pro,BMX,2023-12-11,1
UrbanCommuter 500,Hybrid Bike,2020-06-30,4
UrbanCommuter 500,Hybrid Bike,2022-09-19,4
AirMaster 300,BMX,2024-01-06,2
Mountain Climber XT,Mountain Bike,2022-10-05,2
TrailBlazer XT,Mountain Bike,2023-11-22,21
Mountain Climber XT,Mountain Bike,2022-04-12,2
AirMaster 300,BMX,2022-10-08,2
 Speedster Pro,Road Bike,2022-01-10,3
BMX Freestyle Pro,BMX,2023-10-15,3
BMX Freestyle Pro,BMX,2024-09-04,2
Hybrid Explorer,Hybrid Bike,2024-08-10,3
Mountain Climber XT,Mountain Bike,2024-02-16,3
 Speedster Pro,Road Bike,2023-07-24,7
TrailBlazer XT,Mountain Bike,2020-04-06,2
TrailBlazer XT,Mountain Bike,2021-06-06,3
 Speedster Pro,Road Bike,2023-01-09,2
UrbanCommuter 500,Hybrid Bike,2024-05-20,2
Roadmaster Pro,Road Bike,2021-11-22,17
Roadmaster Pro,Road Bike,2022-08-19,11
Hybrid Explorer,Hybrid Bike,2021-08-29,4
UrbanCommuter 500,Hybrid Bike,2020-08-02,6
Mountain Climber XT,Mountain Bike,2020-11-15,3
Roadmaster Pro,Road Bike,2024-03-27,3
 Speedster Pro,Road Bike,2021-09-10,1
Roadmaster Pro,Road Bike,2020-07-13,7
 Speedster Pro,Road Bike,2023-09-03,3
BMX Freestyle Pro,BMX,2023-11-08,3
 Speedster Pro,Road Bike,2024-06-20,2
BMX Freestyle Pro,BMX,2020-05-21,2
UrbanCommuter 500,Hybrid Bike,2023-03-08,3
BMX Freestyle Pro,BMX,2022-04-01,3
BMX Freestyle Pro,BMX,2023-01-17,2
 Speedster Pro,Road Bike,2020-11-26,15
Hybrid Explorer,Hybrid Bike,2020-12-07,3
BMX Freestyle Pro,BMX,2021-11-08,1
TrailBlazer XT,Mountain Bike,2023-07-11,8
AirMaster 300,BMX,2020-03-12,1
AirMaster 300,BMX,2021-12-11,1
Mountain Climber XT,Mountain Bike,2023-04-20,6
UrbanCommuter 500,Hybrid Bike,2023-05-02,4
 Speedster Pro,Road Bike,2023-04-29,2
 Speedster Pro,Road Bike,2021-04-29,3
Mountain Climber XT,Mountain Bike,2021-03-17,2
BMX Freestyle Pro,BMX,2023-12-15,4
 Speedster Pro,Road Bike,2020-06-25,7
BMX Freestyle Pro,BMX,2020-12-16,1
AirMaster 300,BMX,2024-05-10,2
 Speedster Pro,Road Bike,2020-10-17,3
AirMaster 300,BMX,2024-07-05,1
Mountain Climber XT,Mountain Bike,2024-05-23,2
TrailBlazer XT,Mountain Bike,2022-04-20,3
TrailBlazer XT,Mountain Bike,2023-01-17,3
 Speedster Pro,Road Bike,2020-12-12,3
BMX Freestyle Pro,BMX,2023-10-27,1
Roadmaster Pro,Road Bike,2023-05-01,2
TrailBlazer XT,Mountain Bike,2024-08-30,3
Roadmaster Pro,Road Bike,2024-02-27,4
 Speedster Pro,Road Bike,2021-09-23,4
AirMaster 300,BMX,2021-12-06,2
Mountain Climber XT,Mountain Bike,2021-06-29,7
AirMaster 300,BMX,2021-09-19,1
AirMaster 300,BMX,2022-10-09,3
BMX Freestyle Pro,BMX,2023-01-10,3
 Speedster Pro,Road Bike,2021-04-12,1
UrbanCommuter 500,Hybrid Bike,2020-07-17,9
 Speedster Pro,Road Bike,2021-09-24,3
UrbanCommuter 500,Hybrid Bike,2023-07-17,6
UrbanCommuter 500,Hybrid Bike,2020-01-22,3
BMX Freestyle Pro,BMX,2021-09-05,1
BMX Freestyle Pro,BMX,2021-06-08,9
Hybrid Explorer,Hybrid Bike,2022-11-20,15
AirMaster 300,BMX,2020-05-01,4
Roadmaster Pro,Road Bike,2022-08-29,10
Mountain Climber XT,Mountain Bike,2021-10-07,3
Mountain Climber XT,Mountain Bike,2024-01-12,3
 Speedster Pro,Road Bike,2021-11-01,2
UrbanCommuter 500,Hybrid Bike,2024-06-28,5
AirMaster 300,BMX,2020-05-12,3
UrbanCommuter 500,Hybrid Bike,2024-06-17,3
 Speedster Pro,Road Bike,2020-07-13,11
Mountain Climber XT,Mountain Bike,2020-01-06,2
Roadmaster Pro,Road Bike,2020-01-25,3
Mountain Climber XT,Mountain Bike,2022-10-11,2
Roadmaster Pro,Road Bike,2021-08-21,5
Hybrid Explorer,Hybrid Bike,2023-01-05,3
Hybrid Explorer,Hybrid Bike,2020-06-06,13
UrbanCommuter 500,Hybrid Bike,2021-07-09,12
AirMaster 300,BMX,2020-04-05,2
AirMaster 300,BMX,2020-07-12,10
BMX Freestyle Pro,BMX,2023-05-26,2
Hybrid Explorer,Hybrid Bike,2021-03-08,1
AirMaster 300,BMX,2022-06-23,10
UrbanCommuter 500,Hybrid Bike,2020-12-22,16
TrailBlazer XT,Mountain Bike,2024-09-25,3
BMX Freestyle Pro,BMX,2024-04-01,3
Roadmaster Pro,Road Bike,2020-09-28,4
Roadmaster Pro,Road Bike,2021-03-16,3
AirMaster 300,BMX,2022-06-20,6
Hybrid Explorer,Hybrid Bike,2024-09-26,1
 Speedster Pro,Road Bike,2024-08-06,2
TrailBlazer XT,Mountain Bike,2022-06-21,7
TrailBlazer XT,Mountain Bike,2023-04-29,2
Hybrid Explorer,Hybrid Bike,2020-04-20,2
Mountain Climber XT,Mountain Bike,2023-03-03,3
Roadmaster Pro,Road Bike,2021-05-30,2
TrailBlazer XT,Mountain Bike,2021-11-02,2
UrbanCommuter 500,Hybrid Bike,2021-01-17,2
AirMaster 300,BMX,2020-03-08,4
Mountain Climber XT,Mountain Bike,2020-06-08,3
Hybrid Explorer,Hybrid Bike,2024-04-08,3
BMX Freestyle Pro,BMX,2024-04-23,1
 Speedster Pro,Road Bike,2021-01-16,3
 Speedster Pro,Road Bike,2021-03-21,3
Hybrid Explorer,Hybrid Bike,2021-08-22,6
 Speedster Pro,Road Bike,2020-01-04,1
 Speedster Pro,Road Bike,2022-04-09,4
AirMaster 300,BMX,2022-04-24,2
TrailBlazer XT,Mountain Bike,2020-03-21,3
Mountain Climber XT,Mountain Bike,2020-10-20,4
TrailBlazer XT,Mountain Bike,2020-08-15,13
 Speedster Pro,Road Bike,2021-02-05,3
BMX Freestyle Pro,BMX,2021-06-27,7
BMX Freestyle Pro,BMX,2021-09-02,2
BMX Freestyle Pro,BMX,2020-01-24,4
BMX Freestyle Pro,BMX,2022-02-21,3
UrbanCommuter 500,Hybrid Bike,2022-01-14,3
TrailBlazer XT,Mountain Bike,2020-04-27,5
 Speedster Pro,Road Bike,2022-02-05,3
TrailBlazer XT,Mountain Bike,2021-02-11,3
AirMaster 300,BMX,2020-01-21,1
Hybrid Explorer,Hybrid Bike,2023-10-17,5
 Speedster Pro,Road Bike,2020-08-15,6
Mountain Climber XT,Mountain Bike,2022-11-12,1
AirMaster 300,BMX,2023-06-05,7
Roadmaster Pro,Road Bike,2020-09-21,3
 Speedster Pro,Road Bike,2022-01-02,1
Roadmaster Pro,Road Bike,2024-04-01,2
UrbanCommuter 500,Hybrid Bike,2024-01-04,3
UrbanCommuter 500,Hybrid Bike,2023-07-20,9
TrailBlazer XT,Mountain Bike,2023-04-18,3
Roadmaster Pro,Road Bike,2020-09-05,3
Hybrid Explorer,Hybrid Bike,2020-10-19,3
TrailBlazer XT,Mountain Bike,2022-02-01,3
UrbanCommuter 500,Hybrid Bike,2024-09-01,3
AirMaster 300,BMX,2023-10-14,1
AirMaster 300,BMX,2021-01-12,2
UrbanCommuter 500,Hybrid Bike,2021-08-13,8
Mountain Climber XT,Mountain Bike,2020-08-21,9
TrailBlazer XT,Mountain Bike,2020-05-21,4
Mountain Climber XT,Mountain Bike,2021-04-10,2
 Speedster Pro,Road Bike,2021-07-10,7
TrailBlazer XT,Mountain Bike,2024-07-10,1
AirMaster 300,BMX,2022-07-18,7
AirMaster 300,BMX,2021-11-14,3
Roadmaster Pro,Road Bike,2023-06-29,10
Hybrid Explorer,Hybrid Bike,2022-06-02,8
AirMaster 300,BMX,2022-01-10,4
Roadmaster Pro,Road Bike,2022-10-22,4
 Speedster Pro,Road Bike,2020-11-14,2
Mountain Climber XT,Mountain Bike,2024-08-08,1
 Speedster Pro,Road Bike,2022-04-22,4
UrbanCommuter 500,Hybrid Bike,2021-11-28,17
Roadmaster Pro,Road Bike,2023-02-09,3
TrailBlazer XT,Mountain Bike,2024-08-31,3
TrailBlazer XT,Mountain Bike,2021-03-06,4
Hybrid Explorer,Hybrid Bike,2020-02-16,4
Roadmaster Pro,Road Bike,2023-01-01,15
Roadmaster Pro,Road Bike,2020-12-03,17
BMX Freestyle Pro,BMX,2020-02-24,4
Hybrid Explorer,Hybrid Bike,2022-03-28,3
BMX Freestyle Pro,BMX,2021-01-09,3
Hybrid Explorer,Hybrid Bike,2021-03-11,3
 Speedster Pro,Road Bike,2020-12-22,9
TrailBlazer XT,Mountain Bike,2020-06-13,3
BMX Freestyle Pro,BMX,2024-06-16,2
BMX Freestyle Pro,BMX,2023-02-01,3
TrailBlazer XT,Mountain Bike,2022-07-16,6
AirMaster 300,BMX,2022-05-07,1
AirMaster 300,BMX,2024-01-24,3
TrailBlazer XT,Mountain Bike,2023-09-10,3
BMX Freestyle Pro,BMX,2023-07-13,7
 Speedster Pro,Road Bike,2024-06-12,1
TrailBlazer XT,Mountain Bike,2023-05-31,2
UrbanCommuter 500,Hybrid Bike,2021-05-17,1
AirMaster 300,BMX,2021-11-02,1
Roadmaster Pro,Road Bike,2023-12-21,13
Roadmaster Pro,Road Bike,2020-07-12,11
Mountain Climber XT,Mountain Bike,2023-01-23,2
Roadmaster Pro,Road Bike,2022-03-25,3
 Speedster Pro,Road Bike,2022-10-01,2
AirMaster 300,BMX,2020-06-06,4
AirMaster 300,BMX,2022-01-25,2
Roadmaster Pro,Road Bike,2022-06-08,2
TrailBlazer XT,Mountain Bike,2022-01-11,1
Hybrid Explorer,Hybrid Bike,2023-06-13,1
Mountain Climber XT,Mountain Bike,2020-03-09,3
TrailBlazer XT,Mountain Bike,2020-12-25,13
Hybrid Explorer,Hybrid Bike,2022-06-06,6
 Speedster Pro,Road Bike,2021-10-08,3
BMX Freestyle Pro,BMX,2023-06-24,2
Roadmaster Pro,Road Bike,2020-10-29,2
Hybrid Explorer,Hybrid Bike,2021-12-07,4
Mountain Climber XT,Mountain Bike,2020-05-19,2
Mountain Climber XT,Mountain Bike,2023-11-02,4
 Speedster Pro,Road Bike,2023-06-05,3
TrailBlazer XT,Mountain Bike,2021-03-03,1
Hybrid Explorer,Hybrid Bike,2023-01-30,2
 Speedster Pro,Road Bike,2024-02-27,3
Roadmaster Pro,Road Bike,2024-09-15,3
AirMaster 300,BMX,2021-12-08,4
Hybrid Explorer,Hybrid Bike,2024-07-13,2
AirMaster 300,BMX,2023-10-19,3
Hybrid Explorer,Hybrid Bike,2020-06-25,4
Roadmaster Pro,Road Bike,2020-08-17,9
